sys_id,shelfmark,lib,catalog_title,work_id,cat,genre,author,work,mesirah,pages,p_test,p_part,p_cit,letters,best_cov,best_density,cls,tier
990001579630205171,Ms. EVR II B 1380,RNL,נביאים (זכריה ב:א-ג:ט).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,643,1.0,0.1273,testimony,
990051125590205171,Cambridge University Library Ms. T-S Loan Collection 75,CUL,"פיוט;שירת חול. ; Judah b. Samuel ha-Levi, Secular Poetry ; יהודה בן שמואל הלוי, שירת חול",M:Ytext122799,Maagarim,שירת ספרד,יהודה הלוי בן שמואל,עמדו עמודו קט מעט אחינו (טקסט בלבד),"Cambridge, University Library, T-S Collection, Misc. 35, 75",1,1,0,0,643,0.454,0.1462,testimony,self?
990001579330205171,Ms. EVR II B 1352,RNL,נביאים (מיכה ה:ה-ז:ה).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,643,1.0,0.0882,testimony,
990051087210205171,Cambridge University Library Ms. T-S NS 100.29,CUL,"כתאב פי אלשראיע [רשב""ח]; ספרות הלכתית ופרשנות תלמודית; ספרות חז""ל; ספרי מצות (רבניים); תפסיר ערבי. ; Samuel b. Hofni, Book of Precepts [Samuel b. Hofni]: 1:22 – 23 ; שמואל בן חפני גאון, כתאב פי אלשראיע [רשב""ח]: א:כב – כג",J:60-רשבח-ספר-המצוות-לרשבח,JA,ערבית יהודית,,"רשב""ח, ספר המצוות לרשב""ח",,1,1,0,0,643,1.0,0.2045,testimony,
990001668400205171,Ms. Evr. Antonin B 1010,RNL,"תורה (שמות-ויקרא, קטע).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,643,0.974,0.1002,testimony,
990051665590205171,Cambridge University Library Ms. T-S NS 281.144,CUL,מקרא;מקרא [טקסט]. ; Bible: I Kings 5:26 – 6:7 ; מקרא: מלכים א ה:כו – ו:ז,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,2,2,0,0,642,1.0,0.1656,testimony,
990053400140205171,MS heb. c.52/28,Oxford,מקרא [טקסט].,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,2,2,0,0,642,1.0,0.2007,testimony,
990052329790205171,Cambridge University Library Ms. T-S AS 195.81,CUL,,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,642,1.0,0.267,testimony,
990051190150205171,Cambridge University Library Ms. T-S H 8.18,CUL,"פיוט. ; Piyyut ; פיוט (יום הכיפורים): ""אפננתה ארוגים""[סדר בריית עולם]",M:Ytext599120,Maagarim,פיוט ותפילה,מחבר לא ידוע,רשות במוסף לימים נוראים,,2,1,1,0,642,0.808,0.2149,testimony,
990051371500205171,Cambridge University Library Ms. T-S Misc. 24.29,CUL,,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,642,0.726,0.2149,testimony,
990001458120205171,Ms. EVR II A 2286,RNL,מחזור מנהג קראים לסוכות.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,2,1,1,0,642,0.982,0.2222,testimony,
990001458880205171,Ms. EVR II A 2365,RNL,מחזור מנהג קראים לימי חג וצום.,M:Ytext599161,Maagarim,פיוט ותפילה,מחבר לא ידוע,תפילה מקוצרת לערבית שבת ומועדים [ברכה מעין שבע؟],,2,1,1,0,642,0.628,0.2331,testimony,
990053425850205171,MS heb. d.80/10,Oxford,מקרא [טקסט]. ; Bible: Ezechiel 1:12 – 10:7 ; מקרא: יחזקאל א:יב – י:ז,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,642,0.988,0.1394,testimony,
990051223600205171,Cambridge University Library Ms. T-S 8 H 17.21,CUL,פיוט;תפילה וברכות. ; Liturgy and Brakhot ; תפילה וברכות,M:Ytext599168,Maagarim,פיוט ותפילה,מחבר לא ידוע,סדרות רהיטים מקדושתא ליו״כ (המיוחסת ליוסי בן יוסי),,1,1,0,0,641,1.0,0.2445,testimony,
990032528270205171,Or. 5557V,BL,תקון.,M:Ytext600005,Maagarim,פיוט ותפילה,אלעזר הקליר,קדושתות ליום כיפור,,1,1,0,0,641,1.0,0.2848,testimony,
990051184240205171,Cambridge University Library Ms. T-S H 2.157,CUL,הגדה של פסח;פיוט;תוספות של סידור;תפילה וברכות. ; Piyyut ; הגדה של פסח: קידוש; ברכות המצוות - שונות,M:Ytext572002,Maagarim,פיוט ותפילה,מחבר לא ידוע,"הגדה של פסח, חלק ב (מתחילה עובדי עבודה זרה היו אבותינו)","Oxford, Bodleian Library, d.51 (2742), 45-48",2,2,0,0,641,0.639,0.2068,testimony,new?
990053356040205171,"Adler, Elkan Nathan Ms. 2641.70",JTS,מקרא [טקסט]. ; Bible: Exodus 23:3 – 38 ; מקרא: שמות כג:ג – לח,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,641,0.816,0.3134,testimony,
990001589430205171,Ms. EVR II C 552,RNL,"תרגום ערבי לתורה (דברים, קטע).",J:40-רסג-דברים-תרגום-תפסיר-תורה,JA,ערבית יהודית,,"רס""ג, דברים תרגום (תפסיר תורה)",,1,1,0,0,641,1.0,0.2958,testimony,
990051392840205171,Cambridge University Library Ms. T-S NS 25.123,CUL,,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,641,1.0,0.136,testimony,
990001273010205171,Hebrew Union College Library Ms. 1101-1195,HUC,קטעי גניזה.,M:Ytext270000,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, הקדמה ומניין המצוות",,1,1,0,0,641,1.0,0.2548,testimony,
990001273010205171,Hebrew Union College Library Ms. 1101-1195,HUC,קטעי גניזה.,M:Ytext270007,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר זרעים",,1,1,0,0,641,1.0,0.2607,testimony,
990051589770205171,Cambridge University Library Ms. T-S NS 217.26,CUL,"מסכת דרך ארץ זוטא;ספרות הלכתית ופרשנות תלמודית;ספרות חז""ל. ; Masekhet Derekh Erets Zuta: Derekh eretz zuta 73 – 74 ; מסכת דרך ארץ זוטא: דרך ארץ זוטא עג – עד",M:Ytext621000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,מסכת דרך ארץ זוטא,,1,1,0,0,641,0.988,0.2621,testimony,
990051296810205171,Cambridge University Library Ms. T-S Ar. 37.260,CUL,פיוט;שירת חול;תפילה וברכות;תפילות קבע. ; Liturgy for festivals,M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,2,2,0,0,640,0.713,0.2549,testimony,
990001572630205171,Ms. EVR II B 691,RNL,נביאים (יהושע יט:טז-יט:נא).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,640,1.0,0.1166,testimony,
990051372040205171,Cambridge University Library Ms. T-S Misc. 24.90,CUL,מקרא [טקסט]. ; Bible: Judges 19:1 – 12:3 ; מקרא: שופטים יט:א – יב:ג,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,640,1.0,0.131,testimony,
990001458020205171,Ms. EVR II A 2276,RNL,פיוטים כמנהג קראים ליום כפור (קטעים).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,3,1,2,0,640,0.557,0.2534,testimony,
990051376720205171,Cambridge University Library Ms. T-S Misc. 28.128,CUL,,M:Ytext275005,Maagarim,ספרות רבנית,משה בן נחמן (רמב״ן),"פירוש לתורה, דברים","Oxford, Bodleian Library, 239",1,1,0,0,640,0.988,0.2467,testimony,new?
990053398130205171,MS heb. c.26/31,Oxford,מקרא [טקסט]. ; Bible: Psalms 109:7 – 115 ; מקרא: תהילים קט:ז – קטו,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,640,1.0,0.0957,testimony,
990001574860205171,Ms. EVR II B 914,RNL,"תורה (בראשית, קטעים).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,639,0.977,0.1376,testimony,
990051184240205171,Cambridge University Library Ms. T-S H 2.157,CUL,הגדה של פסח;פיוט;תוספות של סידור;תפילה וברכות. ; Piyyut ; הגדה של פסח: קידוש; ברכות המצוות - שונות,M:Ytext270003,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר זמנים",,2,2,0,0,639,0.635,0.17,testimony,
990051473760205171,Cambridge University Library Ms. T-S NS 113.28,CUL,פיוט. ; Piyyut,M:Ytext897002,Maagarim,פיוט ותפילה,אלעזר בר׳ קילר,"יוצרות לשבתות השנה, שמות",,2,1,1,0,639,0.462,0.2011,testimony,
990051195700205171,Cambridge University Library Ms. T-S H 14.25,CUL,פיוט;תפילה וברכות;תפילות קבע. ; Piyyut ; פיוט (סליחות לתשעה באב),M:Ytext600014,Maagarim,פיוט ותפילה,אלעזר הקליר,קרובות והשלמות קרובה לתשעה באב,,1,1,0,0,639,0.864,0.1754,testimony,
990051173260205171,Cambridge University Library Ms. T-S F 7.45,CUL,"משנה תורה;משנה תורה ופירושיו. ; Mishneh Torah and its Commentaries ; מנין מצות על סדר הרמב""ם, מסוף ספר אהבה (הלכות ציצית) עד סוף ספר זמנים",M:Ytext270000,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, הקדמה ומניין המצוות",,1,1,0,0,639,0.98,0.1909,testimony,
990051770860205171,Cambridge University Library Ms. T-S AS 8.9,CUL,מקרא [טקסט]. ; Bible: Genesis 6:2 – 7:4 ; מקרא: בראשית ו:ב – ז:ד,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,639,1.0,0.1077,testimony,
990001434030205171,Ms. EVR II A 193/1,RNL,תפלות ופיוטים וסליחות לשבת ומועד.,M:Ytext113018,Maagarim,שירת ספרד,זרחיה הלוי גירונדי,זועק בקראו גרונו ניחר,"Nimes, Bibliotheque Seguier Municipale, 11",1,1,0,0,639,0.926,0.2246,testimony,new?
990053212380205171,"Adler, Elkan Nathan Ms. 2858.19",JTS,פיוט;תפילה וברכות. ; Liturgy and Brakhot ; תפילה וברכות,M:Ytext557004,Maagarim,פיוט ותפילה,יהודה,קרובה לשבועות,,1,1,0,0,639,0.937,0.3374,testimony,
990053447420205171,MS heb. e.71/21,Oxford,"סדרי ברכות (ברכות הנהנין, השבח, המצוות);פיוט. ; Piyyut (Versified Grace after Meals: ""אדם תחילה צרתה כחתן"" (Ma'ariv for Shabbat): ""ויברך אלהי עולם את יום""[two lines only]""אומץ לזרע תמימים""[, beg. in another hand]""טובם באמונה יֿקדשמו לשונה""[on the margin, part of another א?ב?, a section beg]""אורנו יזרח וכשושן לפניו נפרח""[Fol. 22 is carelessly written.] ; פיוט (ברכת המזון מפויטת: ""אדם תחילה צרתה כחתן"" (מעריב לשבת): ""ויברך אלהי עולם את יום""[two lines only]""אומץ לזרע תמימים""[, beg. in another hand]""טובם באמונה יֿקדשמו לשונה""[on the margin, part of another א?ב?, a section beg]""אורנו יזרח וכשושן לפניו נפרח""[Fol. 22 is carelessly written.]",M:Ytext590042,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברהמ״ז לחתן,,2,2,0,0,638,1.0,0.223,testimony,
990001584050205171,Ms. EVR II C 56,RNL,"תורה (ויקרא, קטע).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,4,3,1,0,638,1.0,0.2558,testimony,
990051734050205171,Cambridge University Library Ms. T-S NS 331.54,CUL,,M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,1,1,0,0,638,0.651,0.2532,testimony,
990001572240205171,Ms. EVR II B 665,RNL,תורה (דברים א:כב-א:מ).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,2,2,0,0,638,1.0,0.2112,testimony,
990001585890205171,Ms. EVR II C 241,RNL,הפטרות.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,638,0.976,0.1055,testimony,
990051139460205171,Cambridge University Library Ms. T-S A 35.19,CUL,מקרא [טקסט]. ; Bible: Ecclesiastes 5:11 – 6:2; 7:22 – 8:9 ; מקרא: קהלת ה:יא – ו:ב; ז:כב – ח:ט,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,638,1.0,0.1565,testimony,
990000854870205171,Ms. EVR ARAB I 1524,RNL,"משנה תורה (ספר זמנים, הלכות שמיטה ויובל).",M:Ytext270007,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר זרעים",,1,1,0,0,637,0.702,0.175,testimony,
990001962010205171,Library of the Hungarian Academy of Sciences Ms. Kaufmann GEN 383,HAS,"תרגום ופרוש ערבי לכתובים לרס""ג (תהלים מבוא, י:ג-יא:ה).",J:47-רסג-תהלים-תרגום,JA,ערבית יהודית,,"רס""ג, תהלים תרגום",,1,1,0,0,637,1.0,0.3399,testimony,
990053837770205171,Library of the Alliance Israélite Universelle Ms. I A 3,AIU,תורה ( דברים י:ה-יב:ב) : ; עם ניקוד וטעמים.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,637,0.964,0.2475,testimony,
990053779370205171,Gaster Printed series 11,Manchester,,M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,1,0,0,637,1.0,0.331,testimony,
990053221960205171,"Adler, Elkan Nathan Ms. 2917.12",JTS,"פיוט;שירת חול. ; שיר, פיוט",M:Ytext242079,Maagarim,שירת ספרד,שמואל הנגיד בן יוסף הלוי,התזכיר אל יפת מראה לבונה וגולגולתך כמו חלב לבנה,"Sassoon Collection, 589",1,1,0,0,637,1.0,0.3182,testimony,new?
990052439000205171,Cambridge University Library Ms. Or. 1080 11.42,CUL,מקרא [טקסט]. ; Bible: Judges 13:21 – 17:2 ; מקרא: שופטים יג:כא – יז:ב,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,637,1.0,0.1478,testimony,
990001437770205171,Ms. EVR II A 333/1,RNL,שירים.,M:Ytext242071,Maagarim,שירת ספרד,שמואל הנגיד בן יוסף הלוי,הלכושל ולנופל תקומה ולנודד ולאובד תנומה,"Sassoon Collection, 589",1,1,0,0,637,1.0,0.1517,testimony,new?
990051712560205171,Cambridge University Library Ms. T-S NS 319.78,CUL,מקרא;מקרא [טקסט]. ; Bible: Ruth 3:1 – 4:6 ; מקרא: רות ג:א – ד:ו,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,637,1.0,0.2082,testimony,
990051706630205171,Cambridge University Library Ms. T-S NS 315.17,CUL,"פיוט. ; Piyyut ; סעדיה בן יוסף גאון, תפילה מזדמנת: בקשות ותפילות אישיות הבקשה השנייה",M:Ytext795002,Maagarim,פיוט ותפילה,רב סעדיה גאון,בקשה ב,,1,1,0,0,637,1.0,0.226,testimony,
990001660670205171,Ms. Evr. Antonin B 112,RNL,תפלה (קטע).,M:Ytext597015,Maagarim,פיוט ותפילה,מחבר לא ידוע,יוצר לתשעה באב,,1,1,0,0,637,1.0,0.2326,testimony,
990051295870205171,Cambridge University Library Ms. T-S Ar. 37.166,CUL,כתאב ג'אמע אלצלואת ואלתסאביח;פיוט;שירת חול;תפילה וברכות;תפילות קבע. ; Saadiahs Siddur,M:Ytext68001,Maagarim,פיוט ותפילה,רב,תקיעתא לראש השנה (תקיעתא דבי רב),,1,1,0,0,636,0.663,0.2759,testimony,
990053535770205171,"Gaster, Moses Collection",BL,זוהר;חכמת הנסתר. ; Occult Sciences ; חכמת הנסתר,M:Ytext26000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,היכלות רבתי,,1,1,0,0,636,1.0,0.3377,testimony,
990053117600205171,"Adler, Elkan Nathan Ms. 2017.3",JTS,"סדרי ברכות (ברכות הנהנין, השבח, המצוות);פיוט;תפילה וברכות;תפילות קבע. ; Brakhot: Grace after meals ; תפילות קבע: שירת הים ""מכון לשבתך פעלת... אבותינו ברוך אתה"" (שם בן ארבע: שתי יודין); סדרי ברכות: ברכת המזון ""מכון לשבתך פעלת... אבותינו ברוך אתה"" (שם בן ארבע: שתי יודין)",M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,2,1,1,0,635,1.0,0.2028,testimony,
990001457640205171,Ms. EVR II A 2241,RNL,תפלות מנהג קראים לשבת (קטע).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,2,1,1,0,635,0.619,0.2215,testimony,
990053503400205171,Or. 5557I.52,BL,"משנה תורה;פיוט;תפילה וברכות;תפילות קבע. ; Piyyut ; תפילות קבע: מוסף ראש חודש ""להקריב לך קרבן... חדשים לעמך נתת"" (שם בן ארבע: שלושה יודין בסגול;נקודה אחת מלמעלה)",M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,1,1,0,0,635,1.0,0.1966,testimony,
990053432360205171,MS heb. e.37/50,Oxford,"פיוט. ; Piyyut (Yotzer, Issac Gayyath)[for זכור; with refrain לך נאוה תהילה] (Yotzer): ""אזי בבא זדון עם מתחלק"" (Issac Gayyath) (Yotzer): ""אחד טהור נתן מטמא בכשרון"" (ssac Gayyath) (Yotzer) (Reshut)[partly obliterated] (Yotzer): ""האל הקדוש יקדיש עם קדוש"" (ssac Gayyath) (Yotzer): ""לשם אל המיוחד"" (ssac Gayyath) (Reshut): ""יחד סעיפי ינובון"" (ssac Gayyath) (Yotzer, ssac Gayyath)[heading cut off, first lines partly obliterated] (Yotzer): ""ידיד קדם"" (ssac Gayyath) (Yotzer, ssac Gayyath) (Yotzer): ""אליך אגלה צפוני נפלאות"" (ssac Gayyath) (Yotzer): ""אל נא"" (ssac Gayyath) (Yotzer): ""אשיחה במר נפשי"" (ssac Gayyath)[incomplete] (Yotzer): ""אז בהתם ענין להורות"" (ssac Gayyath) (Yotzer): ""אבך רובבתי בהעיזי"" (ssac Gayyath) (Yotzer): ""איזון שמע מדובר"" (ssac Gayyath) (Yotzer): ""אקונן ואבכה על תפארתי"" (ssac Gayyath) (Yotzer): ""דומם ישבה לארץ"" (ssac Gayyath) (Yotzer): ""אומן הנקרא מעין המתגבר"" (ssac Gayyath) (Yotzer, ssac Gayyath) (Yotzer, ssac Gayyath) (Yotzer): ""איכה איפל גי הסוכן"" (ssac Gayyath) (Qedushta): ""איכה אום כפלים לקתה שיר השירים""[heading cut down] (Qedushta, ssac Gayyath) (Qedushta) (Yotzer): ""אמרות שבע ואמרו במחזה"" (ssac Gayyath) (Yotzer): ""את מחזות מטיף ליום אחרון"" (ssac Gayyath) (Yotzer): ""חיילי רום בניב ערוך"" (ssac Gayyath) (Yotzer): ""ארבע ראו מראות אלהים"" (ssac Gayyath)",M:Ytext590413,Maagarim,פיוט ותפילה,יהודה,קדושתא לשבת דברי,,1,1,0,0,635,0.751,0.2528,testimony,
990001440820205171,Ms. EVR II A 581/3,RNL,קטעים שונים : ; בעברית ובערבית.,M:Ytext270003,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר זמנים",,1,1,0,0,635,0.499,0.2866,testimony,
990051406560205171,Cambridge University Library Ms. T-S NS 29.120,CUL,,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,635,1.0,0.2943,testimony,
990001572750205171,Ms. EVR II B 703,RNL,נביאים (שופטים טז:ז-יח:א).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,635,1.0,0.1019,testimony,
990001575510205171,Ms. EVR II B 978,RNL,נביאים (יחזקאל כג:לד-לד:ל).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,635,0.656,0.1959,testimony,
990001575930205171,Ms. EVR II B 1018,RNL,"תורה (בראשית, קטעים).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,635,1.0,0.1648,testimony,
990051151490205171,Cambridge University Library Ms. T-S C 2.42,CUL,מדרש;מדרשי אגדה. ; Aggadic Midrashim ; ילקוט מדרשים לתורה,M:Ytext691000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,"קטעי מדרש, בראשית-ויקרא",,2,2,0,0,635,1.0,0.2283,testimony,
990053443650205171,Ms. heb. e. 51.75,Oxford,תלמוד בבלי [טקסט]. ; Talmud Bavli: Sukkah 1:6 – 5:52 ; תלמוד בבלי: סוכה א:ו – ה:נב,M:Ytext80017,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, סוכה",,1,1,0,0,635,1.0,0.098,testimony,
990051081620205171,Cambridge University Library Ms. T-S Misc. 17.90,CUL,"משנה תורה ופירושיו; רי""ף ופרושיו. ; הלכות הרי""ף (הלכות טומאה) עם נימוקי יוסף, משנה תורה לרמב""ם עם פרשניו. דפוס.",M:Ytext270004,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר נשים",,1,1,0,0,635,0.547,0.3402,testimony,
990051420850205171,Cambridge University Library Ms. T-S NS 40.13,CUL,מקרא;מקרא [טקסט]. ; Bible: Psalms 108:6 – 110:5; 137:2 – 140:8 ; מקרא: תהילים קח:ו – קי:ה; קלז:ב – קמ:ח,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,634,0.613,0.2553,testimony,
990051116790205171,Cambridge University Library Ms. T-S A 14.10,CUL,מקרא [טקסט]. ; Bible: Jeremiah 7:21 – 8:17 ; מקרא: ירמיהו ז:כא – ח:יז,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,634,0.919,0.2026,testimony,
990052309660205171,Cambridge University Library Ms. T-S AS 191.408,CUL,,M:Ytext68001,Maagarim,פיוט ותפילה,רב,תקיעתא לראש השנה (תקיעתא דבי רב),,1,1,0,0,634,0.927,0.1828,testimony,
990051468560205171,Cambridge University Library Ms. T-S NS 110.23,CUL,פיוט. ; Piyyut,M:Ytext976011,Maagarim,פיוט ותפילה,יוסף אלברדאני,קדושתות לשבתות מצוינות,,1,1,0,0,634,0.906,0.1051,testimony,
990051179300205171,Cambridge University Library Ms. T-S F 15.10,CUL,מסכת דרך ארץ זוטא;מסכתות קטנות. ; Minor Tractates ; מסכת דרך ארץ זוטא: פרק א - יראת חטא א; תלמוד בבלי: דרך ארץ זוטא,M:Ytext621000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,מסכת דרך ארץ זוטא,,1,1,0,0,634,1.0,0.1571,testimony,
990001135670205171,"Adler, Elkan Nathan Ms. 363",JTS,"הלכות הרי""ף (שבת).",M:Ytext80045,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, ערכין",,1,1,0,0,634,0.54,0.3203,testimony,
990001585450205171,Ms. EVR II C 200,RNL,הפטרות.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,634,1.0,0.1257,testimony,
990001661630205171,Ms. Evr. Antonin B 203,RNL,תורה (במדבר כד:יג-כה:טו).,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,633,1.0,0.1024,testimony,
990051269130205171,Cambridge University Library Ms. T-S Ar. 24.18,CUL,"כתאב אלתסאביח;פרשנות מקרא;תפסיר רס""ג. ; סעדיה בן יוסף גאון, כתאב אלתסאביח: תהילים סח:א – יז",J:48-רסג-תהלים-פירוש,JA,ערבית יהודית,,"רס""ג, תהלים פירוש",,1,1,0,0,633,1.0,0.2417,testimony,
990041101010205171,Ms. EVR ARAB II 817.29,RNL,"פרוש המשנה לרמב""ם בערבית (אבות, הקדמה, קטע).",J:32-רמבם-פרוש-המשנה-ד-סדר-נזיקין,JA,ערבית יהודית,,"רמב""ם, פרוש המשנה ד. סדר נזיקין",,1,1,0,0,633,0.549,0.1933,testimony,
990053603040205171,"Adler, Elkan Nathan Ms. 3596.8",JTS,"משנה תורה. ; Moses b. Maimon, Rambam, Mishneh Torah: Berakhot 1 ; משה בן מימון, משנה תורה: ברכות א",M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,1,1,0,0,633,1.0,0.1933,testimony,
990053455140205171,MS heb. e.97/16,Oxford,מקרא [טקסט]. ; Bible: Esther 9:10 – 10:3[forming 3 columns of a scroll] ; מקרא: אסתר ט:י – י:ג[forming 3 columns of a scroll],M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,633,1.0,0.2203,testimony,
990053352070205171,"Ms. Lutzki 515, fol. 35",JTS,מקרא [טקסט]. ; Bible: Numbers 18:17 – 19:5; 23:7 – 24:3 ; מקרא: במדבר יח:יז – יט:ה; כג:ז – כד:ג,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,633,0.892,0.1442,testimony,
990051387140205171,Cambridge University Library Ms. T-S NS 13.23,CUL,מקרא;מקרא [טקסט]. ; Bible: Leviticus 16:13 – 18:17 ; מקרא: ויקרא טז:יג – יח:יז,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,632,0.46,0.2942,testimony,
990051379960205171,Cambridge University Library Ms. T-S Misc. 30.67.20d,CUL,מקרא [טקסט]. ; Bible: Ecclesiastes 12; Esther 1 ; מקרא: קהלת יב; אסתר א,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,632,1.0,0.1614,testimony,
990001566970205171,Ms. EVR II B 170,RNL,"תורה (ויקרא, קטעים).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,632,1.0,0.2414,testimony,
990002031160205171,"Moss. IV,265.1",Mosseri,פיוטים.,M:Ytext553002,Maagarim,פיוט ותפילה,דוד בן חזקיה הנשיא,תוכחות,,1,1,0,0,632,1.0,0.1364,testimony,
990053575700205171,"Adler, Elkan Nathan Ms. 1251.49",JTS,"משנה תורה. ; משנה תורה, איסורי ביאה ז",M:Ytext270005,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר קדושה",,1,1,0,0,632,1.0,0.2922,testimony,
990051184740205171,Cambridge University Library Ms. T-S H 3.49,CUL,פיוט. ; Piyyut,M:Ytext884000,Maagarim,פיוט ותפילה,מחבר לא ידוע,אזהרות לשבועות,,1,1,0,0,632,0.899,0.3009,testimony,
990051732180205171,Cambridge University Library Ms. T-S NS 329.945,CUL,"הלכות הרי""ף;ספרות הלכתית ופרשנות תלמודית;ספרות חז""ל. ; Isaac Al-Fasi, Hilkhot ha-Rif: Eruvin 6 ; יצחק אלפסי, הלכות הרי""ף: עירובין ו",M:Ytext80013,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, עירובין",,1,1,0,0,632,0.992,0.2934,testimony,
990053866600205171,"Moss. III,245.2",Mosseri,"מקרא ותרגומים;תפסיר רס""ג. ; Sa'adya's translation of Genesis 20:8-21:14.",J:65-רסג-בראשית-פירוש,JA,ערבית יהודית,,"רס""ג, בראשית פירוש",,1,1,0,0,632,0.991,0.3323,testimony,
990051389470205171,Cambridge University Library Ms. T-S NS 19.22,CUL,מקרא;מקרא [טקסט]. ; Bible: Numbers 6:20 – 7:37 ; מקרא: במדבר ו:כ – ז:לז,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,1,0,0,631,1.0,0.2364,testimony,
