sys_id,shelfmark,lib,catalog_title,work_id,cat,genre,author,work,mesirah,pages,p_test,p_part,p_cit,letters,best_cov,best_density,cls,tier
990051403100205171,Cambridge University Library Ms. T-S NS 28.112,CUL,Bible: Ruth 2:17 – 3:15; Ecclesiastes 9:3 – 12:5 ; מקרא: רות ב:יז – ג:טו; קהלת ט:ג – יב:ה,J:06-רסג-הנבחר-באמונות-ודעות,JA,ערבית יהודית,,"רס""ג, הנבחר באמונות ודעות",,1,0,0,1,204,0.08,0.2059,citation,
990051572000205171,Cambridge University Library Ms. T-S NS 196.22,CUL,תפילה וברכות;תפילות קבע. ; Common Prayers: Musaf Rosh ha-Shanah; Yom ha-Kippurim; Sukkot ; תפילות קבע: מוסף ראש השנה; יום הכיפורים; סוכות,M:Ytext599010,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברכות חתימה לתקיעות,,1,0,1,0,204,0.297,0.1548,partial,
990051361640205171,Cambridge University Library Ms. T-S Misc. 15.2,CUL,תפילה וברכות. ; סידור. דפוס.,M:Ytext18000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,ספרא,,1,0,1,0,204,0.222,0.3043,partial,
990001996690205171,Ms. FR 9-001,Toronto,משנה סדר טהרות (נדה ו:ב-ט:ה; עוקצין ג:ד-סוף).,J:69-רשבח-ספר-הבגרות,JA,ערבית יהודית,,"רשב""ח, ספר הבגרות",,1,0,0,1,204,0.123,0.3235,citation,
990053450650205171,Ms. heb. e. 75.40,Oxford,"מקרא [טקסט];תלמוד בבלי [טקסט];תרגומים לשפות אחרות. ; Talmud Bavli: Pesahim 9 b – 10 b ; תלמוד בבלי: פסחים ט ע""ב – י ע""ב",M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,204,0.246,0.3349,partial,
990001566220205171,Ms. EVR II B 75,RNL,כתובים (קטעים).,J:26-בחיי-תורת-חובות-הלבבות,JA,ערבית יהודית,,"בחיי, תורת חובות הלבבות",,1,0,1,0,204,0.391,0.341,partial,
990051083890205171,Cambridge University Library Ms. T-S Misc. 28.242,CUL,"דרשות ר""י אבן שועיב. ; יהושע אבן שועיב, דרשות ר""י אבן שועיב: בראשית",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,0,1,204,0.076,0.3178,citation,
990025169440205171,Ms. Heb. 577.4.95=4,NLI,סדור תפלה (קטע).,M:Ytext71011,Maagarim,פיוט ותפילה,מחבר לא ידוע,"ערבית, ברכה ראשונה",,1,0,1,0,203,0.324,0.2196,partial,
990025169440205171,Ms. Heb. 577.4.95=4,NLI,סדור תפלה (קטע).,M:Ytext71012,Maagarim,פיוט ותפילה,מחבר לא ידוע,"ערבית, ברכה שנייה",,1,0,1,0,203,0.324,0.3493,partial,
990000589160205171,Ms. EVR II A 6,RNL,קובץ.,M:Ytext80034,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, סנהדרין",,1,0,0,1,203,0.103,0.3023,citation,
990000589160205171,Ms. EVR II A 6,RNL,קובץ.,J:55-סעדיה-בן-דוד-מדרש-הבאור-ב,JA,ערבית יהודית,,"סעדיה בן דוד, מדרש הבאור ב",,1,0,0,1,203,0.103,0.3005,citation,
990001436130205171,Ms. EVR II A 263/6,RNL,"פרוש התורה לראב""ע (שמות).",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,0,1,203,0.121,0.3153,citation,
990001581820205171,Ms. EVR II B 1424,RNL,נביאים (קטעים).,J:51-ראבש-שמואל-א-פירוש,JA,ערבית יהודית,,"ראב""ש, שמואל א פירוש",,1,0,1,0,203,0.159,0.2808,partial,
990051125920205171,Cambridge University Library Ms. T-S Loan Collection 108,CUL,"אלמדכ'ל אלי עלם אלמשנה ואלתלמוד;כתאב אלשרכה. ; שמואל בן חפני גאון, כתאב אלשרכה: הקדמה (צדר) א – ג",M:Ytext80001,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, ברכות",,1,0,1,0,203,0.16,0.3399,partial,
990001666790205171,Ms. Evr. Antonin B 796,RNL,"נביאים (מלכים ב ט-י, יג-יד).",J:68-רשבח-פירוש-התורה-לרשבח,JA,ערבית יהודית,,"רשב""ח, פירוש התורה לרשב""ח",,1,0,1,0,203,0.2,0.2463,partial,
990051507690205171,Cambridge University Library Ms. T-S NS 139.128,CUL,פיוט. ; Piyyut,M:Ytext950004,Maagarim,פיוט ותפילה,רב סעדיה גאון,"יוצרות לשבתות השנה, במדבר",,1,0,1,0,203,0.167,0.3333,partial,
990001584010205171,Ms. EVR II C 51,RNL,"תורה (שמות, קטע).",M:Ytext86000,Maagarim,-תעודות מדבר יהודה,מחבר לא ידוע,מגילת המקדש,"Qumran, 11Q, T (scribe A)",1,0,1,0,203,0.342,0.3333,partial,new?
990051284940205171,Cambridge University Library Ms. T-S Ar. 33.13,CUL,"דרשות;פרשנות מקרא;פרשנות מקרא רבנית;תפסיר רס""ג. ; Saadiah b. Joseph al-Fayyumi (Saadiah Gaon), Tafsir Saadya Gaon: Genesis 1:29 ; סעדיה בן יוסף גאון, תפסיר רס""ג: בראשית א:כט",J:36-רסג-בראשית-תרגום-תפסיר-תורה,JA,ערבית יהודית,,"רס""ג, בראשית תרגום (תפסיר תורה)",,1,0,1,0,203,0.231,0.3071,partial,
990001547620205171,Ms. EVR ARAB I 2893,RNL,כתאב אלמסתלחק.,J:08-ריבג-ספר-ההשוואה,JA,ערבית יהודית,,"ריב""ג, ספר ההשוואה",,1,0,1,0,203,0.202,0.3448,partial,
990051189700205171,Cambridge University Library Ms. T-S H 7.22,CUL,פיוט. ; Piyyut,M:Ytext590133,Maagarim,פיוט ותפילה,מחבר לא ידוע,הושענא,,1,0,1,0,203,0.28,0.3399,partial,
990001442790205171,Ms. EVR II A 837,RNL,סדור מנהג קראים (קטעים).,J:54-סעדיה-בן-דוד-מדרש-הבאור-א,JA,ערבית יהודית,,"סעדיה בן דוד, מדרש הבאור א",,2,0,0,2,203,0.079,0.3301,citation,
990053644940205171,Or. 5558N.46,BL,"ספרות הלכתית ופרשנות תלמודית;שאילתות. ; אחא משבחא, שאילתות: מד – מה",M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,203,0.184,0.3091,partial,
990051444140205171,Cambridge University Library Ms. T-S NS 79.32,CUL,,M:Ytext1057001,Maagarim,ספרות יפה,מרדכי זאב פיירברג,לאן؟,,1,0,0,1,203,0.12,0.2463,citation,
990000991290205171,Ms. EVR II B 36,RNL,"תורה : ; עם ניקוד וטעמים, מסורה קטנה וגדולה.",M:Ytext251082,Maagarim,שירת ספרד,יצחק אבן גיאת,וארץ איכף לאלוהיי ואתחנן אשיר עוזו רגעיי וארנן,,2,0,1,1,203,0.175,0.2029,partial,
990051198940205171,Cambridge University Library Ms. T-S H 18.50,CUL,"כתאב ג'אמע אלצלואת ואלתסאביח;כתאב פי וג'וב אלצלוה;פיוט;תפילה וברכות. ; Piyyut ; סידור רס""ג - תפילה לפסח עמ' ק""נ-קנ""ב במהדורה.",M:Ytext952003,Maagarim,פיוט ותפילה,רב סעדיה גאון,תרי״ג מצות (אזהרות),,1,0,1,0,203,0.158,0.3498,partial,
990001572790205171,Ms. EVR II B 707,RNL,נביאים (קטעים).,M:Ytext75000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,פסיקתא דרב כהנא,,1,0,0,1,203,0.133,0.3054,citation,
990051195130205171,Cambridge University Library Ms. T-S H 12.11a,CUL,פיוט. ; Piyyut,M:Ytext252004,Maagarim,שירת ספרד,יהודה אבן גיאת,אלוהים לחתן תנה חנך,"Cambridge, University Library, T-S Collection, H 11, 6",1,0,1,0,203,0.268,0.3084,partial,new?
990001373210205171,Columbia University Library Ms. X 893.16 Se 35,Columbia,קובץ.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,203,0.37,0.3081,partial,
990051639400205171,Cambridge University Library Ms. T-S NS 269.183,CUL,,M:Ytext599017,Maagarim,פיוט ותפילה,מחבר לא ידוע,קדושת היום בערבית לשבת,,1,0,1,0,203,0.212,0.3103,partial,
990001582530205171,Ms. EVR II B 1485,RNL,"נביאים (ירמיה-יחזקאל, קטעים).",M:Ytext773000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,תנחומא,,1,0,1,0,203,0.167,0.3171,partial,
990001428310205171,Ms. EVR II A 32,RNL,שאלות ותשובות הגאונים.,M:Ytext80043,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, חולין",,1,0,0,1,203,0.119,0.2775,citation,
990051931910205171,Cambridge University Library Ms. T-S AS 76.57,CUL,"הלכות הרי""ף. ; Isaac Al-Fasi, Hilkhot ha-Rif: Eruvin 27 b – 28 a ; יצחק אלפסי, הלכות הרי""ף: עירובין כז ע""ב – כח ע""א",M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,203,0.439,0.3399,partial,
990051931910205171,Cambridge University Library Ms. T-S AS 76.57,CUL,"הלכות הרי""ף. ; Isaac Al-Fasi, Hilkhot ha-Rif: Eruvin 27 b – 28 a ; יצחק אלפסי, הלכות הרי""ף: עירובין כז ע""ב – כח ע""א",M:Ytext80013,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, עירובין",,1,0,1,0,203,0.439,0.2878,partial,
990001441750205171,Ms. EVR II A 687,RNL,מחזור ליום כפור (קטע).,M:Ytext597048,Maagarim,פיוט ותפילה,מחבר לא ידוע,סליחה,,1,0,1,0,202,0.24,0.2911,partial,
990001575040205171,Ms. EVR II B 931,RNL,נביאים (קטעים).,J:43-ראבם-המספיק-לעובדי-השם-כרך-ט-חלק-א,JA,ערבית יהודית,,"ראב""ם, המספיק לעובדי השם (כרך ט חלק א)",,1,0,1,0,202,0.168,0.2525,partial,
990051572140205171,Cambridge University Library Ms. T-S NS 196.36,CUL,"סדרי ברכות (ברכות הנהנין, השבח, המצוות);תפילה וברכות;תפילות קבע. ; Havdalah with Judaeo-Arabic instructions",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,202,0.311,0.2982,partial,
990051362520205171,Cambridge University Library Ms. T-S Misc. 15.103,CUL,תפילה וברכות;תפילות קבע. ; סידור. דפוס.,M:Ytext599010,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברכות חתימה לתקיעות,,1,0,1,0,202,0.163,0.2079,partial,
990001666620205171,Ms. Evr. Antonin B 776,RNL,פיוטים ליום כפור.,M:Ytext599054,Maagarim,פיוט ותפילה,מחבר לא ידוע,וידוי,,1,0,1,0,202,0.25,0.299,partial,
990051126180205171,Cambridge University Library Ms. T-S Loan Collection 132,CUL,לא תואם בדיוק לאף אחד מהמדרשים המוכרים,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,0,1,202,0.057,0.281,citation,
990001464480205171,Ms. EVR II A 2907,RNL,תפלות מנהג קראים (קטעים).,M:Ytext90001,Yerushalmi,תלמוד ומדרש,מחבר לא ידוע,"תלמוד ירושלמי, ברכות",,1,0,1,0,202,0.232,0.1881,partial,
990000895680205171,Ms. Evr. Antonin A 1,RNL,"תנ""ך.",M:Ytext80016,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, יומא",,1,0,0,1,202,0.091,0.3317,citation,
990051393770205171,Cambridge University Library Ms. T-S NS 25.216,CUL,,M:Ytext480001,Maagarim,ספרות הגאונים,נטרונאי גאון בר׳ הילאי,"תשובות, ברודי",,1,0,1,0,202,0.248,0.1337,partial,
990001575540205171,Ms. EVR II B 980,RNL,נביאים אחרונים (קטעים).,J:43-ראבם-המספיק-לעובדי-השם-כרך-ט-חלק-א,JA,ערבית יהודית,,"ראב""ם, המספיק לעובדי השם (כרך ט חלק א)",,1,0,1,0,202,0.282,0.297,partial,
990000906680205171,Ms. Evr. Antonin B 1002,RNL,"תלמוד בבלי סדר נשים (יבמות לג ע""א-לט ע""ב).",M:Ytext350001,Maagarim,ספרות הגאונים,מחבר לא ידוע,"תשובות גאונים, שערי צדק",,1,0,1,0,202,0.213,0.3416,partial,
990053957170205171,"Library at the Herbert D. Katz Center for Advanced Judaic Studies, University of Pennsylvania Ms. Genizah 240",Katz,רהיטים ליום כפור.,M:Ytext600021,Maagarim,פיוט ותפילה,אלעזר הקליר,רהיטי פסוקים מקדושתות ליו״כ,,1,0,1,0,202,0.283,0.3119,partial,
990001570020205171,Ms. EVR II B 455,RNL,תורה (קטעים).,M:Ytext701000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,מדרש משלי,,1,0,1,0,202,0.267,0.2871,partial,
990001566370205171,Ms. EVR II B 103,RNL,נביאים אחרונים.,M:Ytext80034,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, סנהדרין",,1,0,1,0,202,0.237,0.2396,partial,
990000991200205171,Ms. EVR II B 83,RNL,"נביאים וכתובים : ; עם ניקוד וטעמים, מסורה קטנה וגדולה.",J:43-ראבם-המספיק-לעובדי-השם-כרך-ט-חלק-א,JA,ערבית יהודית,,"ראב""ם, המספיק לעובדי השם (כרך ט חלק א)",,1,0,0,1,202,0.139,0.2525,citation,
990001666630205171,Ms. Evr. Antonin B 777,RNL,"כתובים (דברי הימים, קטעים).",M:Ytext90001,Yerushalmi,תלמוד ומדרש,מחבר לא ידוע,"תלמוד ירושלמי, ברכות",,1,0,1,0,202,0.193,0.3073,partial,
990001666630205171,Ms. Evr. Antonin B 777,RNL,"כתובים (דברי הימים, קטעים).",M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,1,0,1,0,202,0.193,0.2476,partial,
990001602990205171,Ms. EVR ARAB II 1041,RNL,חבור בפרשנות.,M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,202,0.191,0.2796,partial,
990053156090205171,"Adler, Elkan Nathan Ms. 2202.3",JTS,"פיוט;תוספות של סידור;תפילה וברכות. ; תוספות של סידור: סליחות ""כי על רחמיך... חדשה אתן בקרבכם"" (שם בן ארבע: שלושה יודין בסגול)",M:Ytext586003,Maagarim,פיוט ותפילה,מחבר לא ידוע,סדר רחמין,,1,0,1,0,202,0.239,0.2624,partial,
990001229060205171,Catalogue Margoliouth 1111,BL,מעשה תורה.,M:Ytext621000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,מסכת דרך ארץ זוטא,,1,0,0,1,202,0.068,0.3196,citation,
990001566160205171,Ms. EVR II B 60,RNL,תורה (שמות-דברים).,M:Ytext1057001,Maagarim,ספרות יפה,מרדכי זאב פיירברג,לאן؟,,1,0,1,0,202,0.322,0.2547,partial,
990001460090205171,Ms. EVR II A 2484,RNL,פיוטים כמנהג קראים לסוכות.,M:Ytext595001,Maagarim,פיוט ותפילה,מחבר לא ידוע,תחנון לשני וחמישי,,1,0,1,0,202,0.185,0.2771,partial,
990001460090205171,Ms. EVR II A 2484,RNL,פיוטים כמנהג קראים לסוכות.,M:Ytext90001,Yerushalmi,תלמוד ומדרש,מחבר לא ידוע,"תלמוד ירושלמי, ברכות",,1,0,1,0,202,0.185,0.2376,partial,
990051349690205171,Cambridge University Library Ms. T-S Misc. 2.70,CUL,מקרא [טקסט]. ; Bible: Ezechiel 29:19 – 30:4; 30:7 – 31:1 ; מקרא: יחזקאל כט:יט – ל:ד; ל:ז – לא:א,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,202,0.416,0.1683,partial,
990001436770205171,Ms. EVR II A 300/4,RNL,סדור מנהג קראים.,M:Ytext590496,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברהמ״ז לראש השנה,,2,0,1,1,202,0.172,0.1319,partial,
990001436770205171,Ms. EVR II A 300/4,RNL,סדור מנהג קראים.,M:Ytext599010,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברכות חתימה לתקיעות,,2,0,1,1,202,0.172,0.0659,partial,
990053415400205171,Ms. heb. d. 58.11,Oxford,"תלמוד בבלי [טקסט]. ; Talmud Bavli: Rosh ha-Shanah 27 a – 30 a ; תלמוד בבלי: ראש השנה כז ע""א – ל ע""א",M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,202,0.321,0.2696,partial,
990001429540205171,Ms. EVR II A 99/1,RNL,דיואן ר' יהודה הלוי.,M:Ytext122339,Maagarim,שירת ספרד,יהודה הלוי בן שמואל,זמן אסר בעוד ליל רכובו,"Oxford, Bodleian Library, 1971",1,0,1,0,202,0.383,0.3422,partial,new?
990051221550205171,Cambridge University Library Ms. T-S K 27.33b,CUL,,M:Ytext71013,Maagarim,פיוט ותפילה,מחבר לא ידוע,"ערבית, ברכה שלישית",,1,0,1,0,201,0.387,0.2443,partial,
990001446910205171,Ms. EVR II A 1225,RNL,פיוטים.,M:Ytext122123,Maagarim,שירת ספרד,יהודה הלוי בן שמואל,אמור לעב ותשכיב הרסיסים (טקסט בלבד),"St. Petersburg, Russian National Library, Evr. II, A 44",1,0,1,0,201,0.183,0.3383,partial,new?
990000571870205171,Ms. EVR II B 94,RNL,"נביאים וכתובים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה.",M:Ytext80034,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, סנהדרין",,2,0,0,2,201,0.065,0.2529,citation,
990001623770205171,Ms. EVR ARAB II 3294,RNL,אלמקדמאת (פרשות שונות).,M:Ytext637000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,פסיקתא רבתי,,2,0,0,2,201,0.105,0.2375,citation,
990001464480205171,Ms. EVR II A 2907,RNL,תפלות מנהג קראים (קטעים).,M:Ytext270008,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר עבודה",,1,0,1,0,201,0.192,0.2403,partial,
990051398740205171,Cambridge University Library Ms. T-S NS 27.31,CUL,,M:Ytext599099,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברכת יוצר לשחרית לשבת,,1,0,1,0,201,0.35,0.2388,partial,
990053156100205171,"Adler, Elkan Nathan Ms. 2202.4",JTS,"תוספות של סידור;תפילה וברכות. ; תוספות של סידור: סליחות ""והסירותי את לב... אלי עושה השלום"" (שם בן ארבע: שתי יודין;קו מלמעלה)",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,201,0.239,0.3396,partial,
990051183890205171,Cambridge University Library Ms. T-S H 2.122,CUL,הגדה של פסח;פיוט;תוספות של סידור;תפילה וברכות;תפילות קבע. ; Piyyut ; הגדה של פסח: (מנהג: בבל),M:Ytext572004,Maagarim,פיוט ותפילה,מחבר לא ידוע,"הגדה של פסח, תוספת",,1,0,1,0,201,0.2,0.2477,partial,
990051260980205171,Cambridge University Library Ms. T-S Ar. 18(1).93,CUL,אדב אלקצ'א;הלכה;ספרות הלכתית ופרשנות תלמודית. ; Halakhic monograph on judges and court proceedings,J:68-רשבח-פירוש-התורה-לרשבח,JA,ערבית יהודית,,"רשב""ח, פירוש התורה לרשב""ח",,1,0,1,0,201,0.215,0.2098,partial,
990001460230205171,Ms. EVR II A 2499,RNL,תפלות מנהג קראים לשבת.,M:Ytext90001,Yerushalmi,תלמוד ומדרש,מחבר לא ידוע,"תלמוד ירושלמי, ברכות",,1,0,1,0,201,0.174,0.2338,partial,
990051545920205171,Cambridge University Library Ms. T-S NS 163.107,CUL,"הלכה; מבואות לתלמוד וכללי התלמוד. ; סדר התנאים לפי דורות על פי מקורות תלמודיים - הקטע שלפנינו עוסק בדור של ר' עקיבא, ר' אליעזר, ר' טרפון, וכן בדור של ר' מאיר, ר' יהודה בן בבא ור' יוסי.",M:Ytext80041,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, זבחים",,1,0,1,0,201,0.211,0.3284,partial,
990051361930205171,Cambridge University Library Ms. T-S Misc. 15.34,CUL,משנה [טקסט]. ; Mishnah: Shabbat; Hullin ; משנה: שבת; חולין,M:Ytext613000,Maagarim,ספרות הגאונים,מחבר לא ידוע,והזהיר,,1,0,1,0,201,0.299,0.3029,partial,
990001455320205171,Ms. EVR II A 2044,RNL,מחזור מנהג קראים ליום כפור (קטעים).,M:Ytext599134,Maagarim,פיוט ותפילה,מחבר לא ידוע,"וידוי לסליחות וליום הכיפורים, סיום הסדר",,1,0,1,0,201,0.278,0.2735,partial,
990001455320205171,Ms. EVR II A 2044,RNL,מחזור מנהג קראים ליום כפור (קטעים).,M:Ytext595001,Maagarim,פיוט ותפילה,מחבר לא ידוע,תחנון לשני וחמישי,,1,0,1,0,201,0.278,0.2987,partial,
990001455320205171,Ms. EVR II A 2044,RNL,מחזור מנהג קראים ליום כפור (קטעים).,M:Ytext586188,Maagarim,פיוט ותפילה,מחבר לא ידוע,תפילה לסליחות,,1,0,1,0,201,0.278,0.2613,partial,
990000905520205171,Ms. Evr. Antonin B 267,RNL,"משנה סדר נשים (נזיר ט:ה-סוף; מסכת סוטה, גטין עד א:ה).",M:Ytext681000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,מדרש ״אגור״,,1,0,0,1,201,0.058,0.3383,citation,
990001578570205171,Ms. EVR II B 1275,RNL,נביאים ראשונים (קטעים).,M:Ytext19000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,סדר עולם רבה,,1,0,1,0,201,0.199,0.3085,partial,
990051394570205171,Cambridge University Library Ms. T-S NS 25.292,CUL,,M:Ytext71019,Maagarim,פיוט ותפילה,מחבר לא ידוע,"תפילת עמידה, ברכות אחרונות",,1,0,1,0,201,0.24,0.2982,partial,
990001458440205171,Ms. EVR II A 2321,RNL,תפלות מנהג קראים ליום כפור.,M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,201,0.413,0.2621,partial,
990001464930205171,Ms. EVR II A 2947,RNL,סדור מנהג קראים (קטעים).,M:Ytext80033,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, בבא בתרא",,1,0,1,0,201,0.24,0.3035,partial,
990001697350205171,Austrian National Library Rainer Collection H 144,Vienna,פרק שירה.,M:Ytext813000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,פרק שירה,,1,0,1,0,201,0.301,0.2453,partial,
990051398040205171,Cambridge University Library Ms. T-S NS 26.337,CUL,,M:Ytext990022,Maagarim,שירת ספרד,יוסף בן אביתור,הושענות,,1,0,0,1,201,0.123,0.2836,citation,
990001562190205171,Ms. EVR ARAB I 4508,RNL,תרגום ופרוש ערבי למקרא.,M:Ytext668000,Maagarim,ספרות הקראים,טוביה בן משה,אוצר נחמד,,1,0,1,0,201,0.162,0.3284,partial,
990051734100205171,Cambridge University Library Ms. T-S NS 331.59,CUL,,M:Ytext599156,Maagarim,פיוט ותפילה,מחבר לא ידוע,תפילה לשליח ציבור במקום ברכת כוהנים,,1,0,1,0,201,0.404,0.2587,partial,
990001436670205171,Ms. EVR II A 296,RNL,"הלכות הרי""ף (יבמות, כתובות, גטין ויומא).",M:Ytext80024,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, יבמות",,1,0,0,1,201,0.09,0.2736,citation,
990051089220205171,Cambridge University Library Ms. T-S NS 154.58,CUL,כתאב ג'אמע אלצלואת ואלתסאביח; כתאב פי וג'וב אלצלוה; פיוט; תפילה וברכות; תפילות קבע. ; Common Prayers: Sukkot ; תפילות קבע: סוכות,M:Ytext270002,Maagarim,ספרות רבנית,משה בן מיימון (רמב״ם),"משנה תורה, ספר אהבה",,1,0,1,0,201,0.278,0.3333,partial,
990051174170205171,Cambridge University Library Ms. T-S F 8.30,CUL,"הלכה;מדרש מאוחר ודרשות;מנורת המאור [ר""י אבוהב]. ; Halakhic ; קטעים מספר מנורת המאור(?), הקטעים דנים בעניני ""אונאת דברים"" ובעניני מדות",M:Ytext31000,Mishnah,תלמוד ומדרש,מחבר לא ידוע,משנה,,1,0,1,0,200,0.228,0.3285,partial,
990051468650205171,Cambridge University Library Ms. T-S NS 110.28e,CUL,"סדרי ברכות (ברכות הנהנין, השבח, המצוות);פיוט;תפילה וברכות;תפילות קבע. ; Common Prayers: Arvit Qeriat Shema and its benedictions ; תפילות קבע: ערבית קריאת שמע וברכותיה",M:Ytext1000,Bible,-מקרא,מחבר לא ידוע,מקרא,,1,0,1,0,200,0.398,0.2136,partial,
990053641040205171,Or. 5557C.2,BL,"סידור שלמה מסיג'ילמאסה;תפילה וברכות. ; שלמה בן נתן מסיג'ילמאסה, סידור שלמה מסיג'ילמאסה: טז",M:Ytext71008,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברכת המזון,,1,0,1,0,200,0.429,0.24,partial,
990001442670205171,Ms. EVR II A 825,RNL,סדור מנהג קראים (קטעים).,M:Ytext75000,Maagarim,תלמוד ומדרש,מחבר לא ידוע,פסיקתא דרב כהנא,,1,0,0,1,200,0.054,0.335,citation,
990000571740205171,Constantin von Tischendorf Collection Ms. 44,RNL,"כתובים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה.",J:06-רסג-הנבחר-באמונות-ודעות,JA,ערבית יהודית,,"רס""ג, הנבחר באמונות ודעות",,1,0,1,0,200,0.19,0.2611,partial,
990000628180205171,Ms. EVR II A 69,RNL,קובץ.,M:Ytext80012,Bavli,תלמוד ומדרש,מחבר לא ידוע,"תלמוד בבלי, שבת",,1,0,1,0,200,0.21,0.2537,partial,
990000628180205171,Ms. EVR II A 69,RNL,קובץ.,M:Ytext507000,Maagarim,ספרות הגאונים,רב אחאי משבחא,שאילתות,,1,0,1,0,200,0.21,0.295,partial,
990053411520205171,MS heb. d.50/18,Oxford,"פיוט. ; Piyyut (Yotzer): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete] ; פיוט (יוצר): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete]",M:Ytext600005,Maagarim,פיוט ותפילה,אלעזר הקליר,קדושתות ליום כיפור,,1,0,1,0,200,0.382,0.3014,partial,
990053411520205171,MS heb. d.50/18,Oxford,"פיוט. ; Piyyut (Yotzer): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete] ; פיוט (יוצר): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete]",M:Ytext787011,Maagarim,פיוט ותפילה,יוחנן הכהן בן יהושע,קדושתא למוסף יום כיפור,"Cambridge, University Library, Add. 491",1,0,1,0,200,0.382,0.3143,partial,new?
990053411520205171,MS heb. d.50/18,Oxford,"פיוט. ; Piyyut (Yotzer): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete] ; פיוט (יוצר): ""אי פתרוס בעובריך""[incomplete]""אמרו לאלהים אדירים""[incomplete]",M:Ytext787012,Maagarim,פיוט ותפילה,יוחנן הכהן בן יהושע,קדושתא למנחה של יום כיפור,,1,0,1,0,200,0.382,0.3366,partial,
990001442860205171,Ms. EVR II A 844,RNL,סדור מנהג קראים.,M:Ytext590005,Maagarim,פיוט ותפילה,מחבר לא ידוע,ברהמ״ז לשבת,,2,0,0,2,200,0.094,0.35,citation,
990001582430205171,Ms. EVR II B 1475,RNL,"כתובים (אמ""ת, קטעים).",J:68-רשבח-פירוש-התורה-לרשבח,JA,ערבית יהודית,,"רשב""ח, פירוש התורה לרשב""ח",,1,0,1,0,200,0.185,0.2574,partial,
